"","MasterID","county","huc","smcshed","smc_lu","COMID","psa6c","strcls","lower","meds","upper","csci_sampledate","CSCI","yr","h_asci_max","ASCI","TN","total_n_rep_calc","TP","total_p_rep_calc","Cond","IPI","ev_flowhab","Ev_FlowHab","h_aqhab","H_AqHab","h_subnat","H_SubNat","pct_safn","PCT_SAFN","pct_safn_pred","xcmg","XCMG","xcmg_pred","pct_rc","indexscore_cram","bs","blc","hy","ps","psa2","missing_habitat","missing_chemistry","missing_cram","data_complete","filled_columns","Ev_FlowHab_raw","H_AqHab_raw","H_SubNat_raw","PCT_SAFN_raw","XCMG_raw","cnty","SMC_Name","RBNAME","geometry","pChem","pHab","pChemHab","BiologicalCondition","WaterChemistryCondition","HabitatCondition","OverallStressCondition","OverallStressCondition_detail","StreamHealthIndex","all_there"
"41","SMC11581","Riverside",801,"Middle Santa Ana","Agricultural","22563070","SC","likely constrained",0.36801074,0.60399059,0.76810914,2020-06-10,0.53726933,2020,"0.720957472","0.701170498",1.6,1.6,0.13,0.13,776,0.24,0.62,0.64,0,0.07,0,0,0,0.07,42.67,0,0.16,100.58,100,68,63,81,66,59,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0.62,0,0,0,0,"Riverside","Middle Santa Ana","Santa Ana",c(-117.60611, 33.95246),0.902865336740317,0.990641747729935,0.999090989317048,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"42","802S09698","Riverside",802,"San Jacinto","Open","22536092","SC","possibly unconstrained",0.68082268,0.974679,1.12459047,2020-06-10,0.91074769,2020,"1.026020295","1.035827919",0.1,0.1,0.05,0.05,72,1.07,0.59,0.61,1.65,0.86,1.69,0.89,40,0.66,29.25,151,0.93,119.58,0,81,72,92,81,75,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0.59,1.65,1.69,40,151,"Riverside","San Jacinto","Santa Ana",c(-116.70739, 33.7459),0.226158383082389,0.590501888410368,0.683113319202771,"Healthy","Moderate","Moderate","Moderate","Low stress","Healthy and unstressed",TRUE
"43","404M04672","Ventura",404,"Santa Monica Bay","SMC_out","20364671","SC","possibly constrained",0.40876077,0.57374561,0.87806861,2020-06-09,0.7231196,2020,"0.646078652","0.540590242",2.4,2.4,0.12,0.12,2789,0.81,0.78,0.82,1.6,0.79,1.23,0.65,69,0.11,25.26,125,0.66,139.87,11,83,77.78,86.42,91.67,75,"Arid","NO","NO","NO","YES","",0.78,1.6,1.23,69,125,"Ventura","Santa Monica Bay","Los Angeles",c(-118.7893, 34.1868),0.999264572338148,0.793849315733118,0.99984839108428,"Impacted for CSCI and ASCI","Severe","Moderate","Severe","Stressed by chemistry degradation","Impacted and stressed",TRUE
"44","802M16999","Riverside",802,"San Jacinto","Open","22535254","SC","possibly unconstrained",0.73780597,0.9920205,1.1464257,2020-06-09,1.2054505,2020,"1.128218017","1.185388512",0.4,0.4,0.06,0.06,60.7,1.07,0.92,0.97,0.95,0.75,1.82,0.96,28,0.78,26.51,93,0.71,99.42,0,90,72.22,100,100,87.5,"Arid","NO","NO","NO","YES","",0.92,0.95,1.82,28,93,"Riverside","San Jacinto","Santa Ana",c(-116.79215, 33.74334),0.324196625605515,0.177496249782382,0.444149190150816,"Healthy","Moderate","Moderate","Moderate","Low stress","Healthy and unstressed",TRUE
"45","802M17015","Riverside",802,"San Jacinto","Open","22535264","SC","possibly unconstrained",0.76880885,0.96917438,1.13614315,2020-06-08,0.95669495,2020,"1.149089746","1.110780722",0.3,0.3,0.07,0.07,74.3,0.93,0.58,0.6,1.15,0.8,1.6,0.84,32,0.73,26.63,93,0.65,109.24,0,81,72,92,81,75,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0.58,1.15,1.6,32,93,"Riverside","San Jacinto","Santa Ana",c(-116.80939, 33.73057),0.343812377919759,0.633579998532368,0.759559730554317,"Healthy","Moderate","Moderate","Moderate","Low stress","Healthy and unstressed",TRUE
"46","402M00090","Ventura",402,"Ventura","Urban","17586682","SC","possibly unconstrained",0.61462639,0.80434771,1.02064688,2020-06-04,0.90842106,2020,"0.705486086","0.721342208",0,0,0.0031,NA,964,0.97,0.91,0.96,1.48,0.81,1.8,0.95,20,0.79,19.51,49,0.46,98.94,0,68,47.22,90.29,83.33,50,"Arid","NO","NO","NO","YES","",0.91,1.48,1.8,20,49,"Ventura","Ventura","Los Angeles",c(-119.29046, 34.4462),0.279451275599955,0.600333235333842,0.712020622534706,"Impacted for ASCI","Moderate","Moderate","Moderate","Low stress","Impacted by unknown stress",TRUE
"47","402M00094","Ventura",402,"Ventura","Agricultural","17586650","SC","possibly unconstrained",0.63014434,0.82058052,1.14811401,2020-06-04,0.96304033,2020,"0.827145811","0.774122683",0,0,0.0024,NA,959,0.85,0.65,0.68,1.55,0.8,1.66,0.87,17,1,37.18,41,0.26,124.29,0,66,47.22,93.29,75,50,"Arid","NO","NO","NO","YES","",0.65,1.55,1.66,17,41,"Ventura","Ventura","Los Angeles",c(-119.29949, 34.4411),0.265427947377829,0.704468839222044,0.782911068613524,"Impacted for ASCI","Moderate","Moderate","Moderate","Low stress","Impacted by unknown stress",TRUE
"48","907M23412","San Diego",907,"Mission Bay and San Diego River","Urban","20331482","SC","likely constrained",0.24102551,0.43540427,0.68764419,2020-06-04,0.71041358,2020,"0.663275747","0.772626323",0.44,0.66,0.0675,0.0675,2952,0.48,0.99,1,0.95,0.48,0,0,0,0.2,51.74,58,0.25,143.33,99,39,52.78,35.75,41.67,25,"Arid","NO","NO","NO","YES","",0.99,0.95,0,0,58,"San Diego","Mission Bay and San Diego River","San Diego",c(-117.11327, 32.79492),0.998438459576029,0.998520242462326,0.999997689298787,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"49","403M01575","Ventura",403,"Santa Clara","Open","17567407","SC","likely unconstrained",0.87299034,1.052808,1.13468535,2020-06-03,0.81270907,2020,"0.970638514","0.751564752",0,0,0.0084,NA,1912,1.01,0.91,0.96,1.93,1,1.05,0.55,74,0.47,48.66,84,0.82,70.78,0,73,55.56,93.29,91.67,50,"Arid","NO","NO","NO","YES","",0.91,1.93,1.05,74,84,"Ventura","Santa Clara","Los Angeles",c(-119.1127, 34.64892),0.849250425305871,0.512360671600455,0.926488578639638,"Impacted for ASCI","Moderate","Moderate","Severe","Stressed by low levels of chemistry or habitat degradation","Impacted and stressed",TRUE
"50","902WE0888","San Diego",902,"Northern San Diego","Agricultural","22548347","SC","possibly constrained",0.50620477,0.68864908,1.09602295,2020-06-03,0.91222116,2020,"0.630891851","0.620922298",5.8,5.8,0.0067,NA,1494,0.92,0.75,0.78,1.33,0.63,1.53,0.81,45,0.85,49.26,97,0.56,129.42,0,68,63,81,66,59,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0.75,1.33,1.53,45,97,"San Diego","Northern San Diego","San Diego",c(-117.30182, 33.45407),0.900413522084227,0.854896750192929,0.985549678417581,"Impacted for ASCI","Severe","Moderate","Severe","Stressed by chemistry degradation","Impacted and stressed",TRUE
"51","403M05884","Los Angeles",403,"Santa Clara","Open","17574527","SC","possibly unconstrained",0.77622548,0.96847536,1.17322019,2020-05-28,0.81601754,2020,"0.935048361","0.90772856",0.28,0.28,0.11,0.11,561,1.14,0.5,0.51,1.7,0.89,1.86,0.98,30,0.81,30.94,159,1,106.91,0,91,83.33,100,91.67,87.5,"Arid","NO","NO","NO","YES","",0.5,1.7,1.86,30,159,"Los Angeles","Santa Clara","Los Angeles",c(-118.14693, 34.43647),0.721865841481297,0.228370683903491,0.785383529479135,"Healthy","Moderate","Moderate","Moderate","Low stress","Healthy and unstressed",TRUE
"52","907M23402","San Diego",907,"Mission Bay and San Diego River","Open","20332750","SC","possibly unconstrained",0.75916354,0.99893397,1.1334232,2020-05-27,0.93887825,2020,"1.140202936","1.08661199",0.1255,0.167333333333333,0.0164666666666667,0.018,417,1.04,0.539999999999999,0.56,1.31,0.68,1.7,0.89,45,0.69,37.14,151,0.950000000000001,115.8,0,85,80.56,96.54,75,87.5,"Arid","NO","NO","NO","YES","",0.539999999999999,1.31,1.7,45,151,"San Diego","Mission Bay and San Diego River","San Diego",c(-116.63939, 32.90288),0.229016762042236,0.696788194862062,0.766228780687734,"Healthy","Moderate","Moderate","Moderate","Low stress","Healthy and unstressed",TRUE
"53","408M03111","Ventura",408,"Calleguas","Agricultural","17562626","SC","likely constrained",0.30979055,0.56312043,0.7539493,2019-07-25,0.82860501,2019,"0.240055805","0.245032269",11,11,3.5,NA,1764,0.67,0.73,0.76,1.24,0.67,0.45,0.24,96,0.21,49.54,76,0.58,104.67,0,64,66.67,78.5,75,37.5,"Arid","NO","NO","NO","YES","",0.73,1.24,0.45,96,76,"Ventura","Calleguas","Los Angeles",c(-119.03278, 34.18105),0.999850906358492,0.941719317809108,0.999991310720863,"Impacted for ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"54","412M08646","Los Angeles",412,"Los Angeles","Urban","22515818","SC","likely constrained",0.26857546,0.47986943,0.72638622,2019-07-16,0.63867762,2019,"0.66544236","0.713796932",3.5,3.62,0.075,0.075,522,0.15,0.26,0.25,0,0,0,0,1,0,30.58,10,0.21,103.18,99,36,25,62.5,33.33,25,"Arid","NO","NO","NO","YES","",0.26,0,0,1,10,"Los Angeles","Los Angeles","Los Angeles",c(-118.08133, 34.1289),0.797588437124525,0.999657495685805,0.999930673166472,"Impacted for CSCI and ASCI","Moderate","Severe","Severe","Stressed by habitat degradation","Impacted and stressed",TRUE
"55","412M08647","Los Angeles",412,"Los Angeles","Open","22514600","SC","possibly unconstrained",0.64111601,0.88834757,1.12980651,2019-07-16,0.88343353,2019,"0.773787779","0.664320229",0.24,0.24,0.04,0.08,518,0.75,0.61,0.63,0.93,0.46,1.75,0.92,35,0.89,42.84,26,0.26,109.25,0,74,47.22,100,100,50,"Arid","NO","NO","NO","YES","",0.61,0.93,1.75,35,26,"Los Angeles","Los Angeles","Los Angeles",c(-118.30172, 34.27872),0.467975342478274,0.225458944726208,0.587925060331444,"Impacted for ASCI","Moderate","Moderate","Moderate","Low stress","Impacted by unknown stress",TRUE
"56","412M08645","Los Angeles",412,"Los Angeles","Urban","22515734","SC",NA,-999999,-999999,-999999,2019-07-15,0.68225413,2019,"1.134705871","0.964266543",3.6,3.6,0.2,0.2,949,0.8,0.81,0.85,1.44,0.73,1.02,0.54,70,0.29,30.19,106,0.63,126.81,0,56,69.44,67.67,50,37.5,"Arid","NO","NO","NO","YES","",0.81,1.44,1.02,70,106,"Los Angeles","Los Angeles","Los Angeles",c(-118.50195, 34.28922),0.967345165380129,0.992645793255133,0.999759849594986,"Impacted for CSCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"57","SMC01004","Los Angeles",412,"Los Angeles","Urban","22515822","SC","possibly constrained",0.25625083,0.49574805,0.93762465,2019-07-15,0.4846659,2019,"0.810293409","0.765975914",1.285,2.01,0.18,0.18,8.61,0.42,0.99,1,0.37,0.2,0.5,0.26,14,0.05,40.83,3,0.21,95.42,86,36,25,62.5,33.33,25,"Arid","NO","NO","NO","YES","",0.99,0.37,0.5,14,3,"Los Angeles","Los Angeles","Los Angeles",c(-118.16579, 34.15016),0.646112897911075,0.999602333268497,0.999859270872791,"Impacted for CSCI and ASCI","Moderate","Severe","Severe","Stressed by habitat degradation","Impacted and stressed",TRUE
"58","412M08641","Los Angeles",412,"Los Angeles","Open","22514496","SC","possibly unconstrained",0.76673963,0.96345622,1.11238419,2019-07-09,0.86186426,2019,"0.931163771","1.044599105",0.24,0.24,0.16,0.16,311.9,0.91,0.5,0.51,1.62,0.83,1.56,0.82,38,0.5,14.71,91,0.75,89.8,0,81,72,92,81,75,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0.5,1.62,1.56,38,91,"Los Angeles","Los Angeles","Los Angeles",c(-118.06798, 34.30548),0.662317498462845,0.749367285254439,0.915365717917671,"Healthy","Moderate","Moderate","Severe","Stressed by low levels of chemistry or habitat degradation","Healthy and resilient",TRUE
"59","SMC01808","Los Angeles",412,"Los Angeles","Open","22514400","SC","possibly unconstrained",0.71997632,1.03062149,1.16035519,2019-07-09,0.75401571,2019,"0.962905963","1.030819152",0.2,0.4,0.08,0.08,424.7,0.79,0.17,0.16,1.6,0.86,1.68,0.88,28,0.63,15.24,63,0.53,99.94,0,83,80.56,90.29,75,87.5,"Arid","NO","NO","NO","YES","",0.17,1.6,1.68,28,63,"Los Angeles","Los Angeles","Los Angeles",c(-118.07316, 34.3094),0.555216239053067,0.831650401880031,0.925120832594295,"Impacted for CSCI","Moderate","Moderate","Severe","Stressed by low levels of chemistry or habitat degradation","Impacted and stressed",TRUE
"60","903M20280","San Diego",903,"Northern San Diego","Urban","20341645","SC","possibly constrained",0.46632164,0.63714827,0.86416483,2019-07-01,0.75505906,2019,"0.725192933","0.545851047",0.612,0.612,0.055,0.086,2780,1.15,0.75,0.78,1.57,0.89,1.46,0.77,49,0.81,50.57,176,1,100.67,0,51,45,62,51,43,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0.75,1.57,1.46,49,176,"San Diego","Northern San Diego","San Diego",c(-117.21939, 33.29662),0.997430474283333,0.939229109361752,0.99984384763368,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"61","403M05832","Los Angeles",403,"Santa Clara","Open","17572321","SC","possibly unconstrained",0.70378638,0.97947492,1.18775147,2019-06-27,0.85937319,2019,"0.705000794","0.612475248",0.19,0.38,0.055,0.055,1664,1.09,0.56,0.58,1.4,0.71,1.7,0.89,39,0.78,38,172,1,127.33,0,81,72,92,81,75,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0.56,1.4,1.7,39,172,"Los Angeles","Santa Clara","Los Angeles",c(-118.50855, 34.54997),0.947154442784434,0.477475204917881,0.972386886044936,"Impacted for ASCI","Severe","Moderate","Severe","Stressed by chemistry degradation","Impacted and stressed",TRUE
"62","901M14145","Orange",901,"San Juan","Urban","20350775","SC","likely constrained",0.23721563,0.45261782,0.72455185,2019-06-27,0.73025854,2019,"0.68348958","0.642421813",0.177,0.2655,0.0430666666666666,0.0430666666666666,1920,0.740000000000001,0.569999999999996,0.590000000000003,1.33,0.770000000000003,1.52,0.800000000000003,54,0.719999999999999,48.3700000000002,10,0.240000000000001,96.8400000000001,0,44,27.78,67.67,41.67,37.5,"Arid","NO","NO","NO","YES","",0.569999999999996,1.33,1.52,54,10,"Orange","San Juan","San Diego",c(-117.66682, 33.48818),0.963618248392873,0.993137133721669,0.999750316903749,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"63","907M23385","San Diego",907,"Mission Bay and San Diego River","Urban","20331934","SC","likely constrained",0.36378589,0.5342168,0.76764527,2019-06-25,0.70125632,2019,"0.941349546","0.711625635",0.341,0.341,0.1055,0.12,2297,1.17,0.82,0.86,0.9,0.53,1.8,0.95,23,1,51.26,144,1,99.29,0,51,45,62,51,43,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0.82,0.9,1.8,23,144,"San Diego","Mission Bay and San Diego River","San Diego",c(-117.07466, 32.81067),0.994557691477487,0.897549147502372,0.999442430852313,"Impacted for CSCI and ASCI","Severe","Moderate","Severe","Stressed by chemistry degradation","Impacted and stressed",TRUE
"64","903R9PPCD","San Diego",903,"Northern San Diego","Open","20343093","SC","possibly unconstrained",0.5765077,0.85145649,1.06456584,2019-06-24,1.12233837,2019,"0.961437413","0.884972667",0.1,0.1,0.414,0.414,295.7,1.11,0.9,0.95,1.13,0.78,1.92,1,9,1,42.25,116,0.68,128.02,0,81,72,92,81,75,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0.9,1.13,1.92,9,116,"San Diego","Northern San Diego","San Diego",c(-116.957308, 33.339827),0.802319825337537,0.425328833449553,0.886398903422826,"Healthy","Moderate","Moderate","Moderate","Low stress","Healthy and unstressed",TRUE
"65","403M05844","Los Angeles",403,"Santa Clara","Open","17569783","SC","possibly unconstrained",0.62360666,0.9351285,1.12651778,2019-06-20,0.85017064,2019,NA,"0.66049586",0,0,21,21,894,0.9,0.38,0.38,1.8,0.98,1.58,0.83,52,0.43,23.1,122,0.74,123.91,0,81,72,92,81,75,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0.38,1.8,1.58,52,122,"Los Angeles","Santa Clara","Los Angeles",c(-118.56356, 34.59423),0.998832160770311,0.788904345815681,0.999753474213827,"Impacted for ASCI","Severe","Moderate","Severe","Stressed by chemistry degradation","Impacted and stressed",TRUE
"66","403M01571","Ventura",403,"Santa Clara","Open","17567763","SC","possibly unconstrained",0.7277177,0.97984469,1.14033066,2019-06-19,0.93217848,2019,"0.941191855","0.859730784",0,0,0.013,NA,1207,0.88,0.81,0.85,1.48,0.8,2,1,19,0.78,18.16,33,0.28,113.26,0,83,72.22,96.54,100,62.5,"Arid","NO","NO","NO","YES","",0.81,1.48,2,19,33,"Ventura","Santa Clara","Los Angeles",c(-119.27994, 34.58667),0.561209971135847,0.282236940831194,0.685052726549697,"Healthy","Moderate","Moderate","Moderate","Low stress","Healthy and unstressed",TRUE
"67","904M21784","San Diego",904,"Central San Diego","Urban","20342541","SC","likely constrained",0.33194571,0.44890427,0.64796172,2019-06-18,0.66767341,2019,"0.556218415","0.604363991",2.5,2.5,0.08,0.086,1977,0.65,0.87,0.91,0.84,0.41,0,0,0,0.25,55.97,142,0.71,148.54,99,51,45,62,51,43,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0.87,0.84,0,0,142,"San Diego","Central San Diego","San Diego",c(-117.27686, 33.18782),0.992277279505329,0.991963731086625,0.999937938141362,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"68","911PVCAEC","San Diego",911,"Southern San Diego","Open","20326365","SC","possibly unconstrained",0.77120614,0.9729538,1.15045979,2019-06-18,0.92414499,2019,"0.860078945","0.696871559",0.45,0.45,0.279,0.279,695.8,0.99,0.69,0.72,1.42,0.78,1.66,0.87,53,0.65,41.56,124,0.74,124.57,0,81,72,92,81,75,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0.69,1.42,1.66,53,124,"San Diego","Southern San Diego","San Diego",c(-116.651036, 32.745259),0.914096641709814,0.659493683534016,0.970749363896551,"Impacted for ASCI","Severe","Moderate","Severe","Stressed by chemistry degradation","Impacted and stressed",TRUE
"69","408M03051","Ventura",408,"Calleguas","Agricultural","163864416","SC",NA,NA,NA,NA,2019-06-17,0.6110993,2019,"0.300589008","0.438424737",9.3,9.3,0.79,0.79,1851,0.83,0.29,0.29,1.5,0.78,1.33,0.7,40,0.9,48.46,82,0.57,111.73,0,71,77.78,80.63,75,50,"Arid","NO","NO","NO","YES","",0.29,1.5,1.33,40,82,"Ventura","Calleguas","Los Angeles",c(-118.9476, 34.26839),0.99937754746458,0.675873972007874,0.999798246932081,"Impacted for CSCI and ASCI","Severe","Moderate","Severe","Stressed by chemistry degradation","Impacted and stressed",TRUE
"70","907M23401","San Diego",907,"Mission Bay and San Diego River","Open","20331434","SC","possibly constrained",0.39876177,0.63207132,0.89665346,2019-06-13,0.57829384,2019,"0.651776943","0.490251604",0.51,0.51,0.1575,0.2,2136,1.23,0.69,0.72,1.59,0.93,1.84,0.97,14,1,44.47,148,1,95.01,0,81,72,92,81,75,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0.69,1.59,1.84,14,148,"San Diego","Mission Bay and San Diego River","San Diego",c(-117.04648, 32.83431),0.995220131050326,0.32137605311248,0.996756266467767,"Impacted for CSCI and ASCI","Severe","Moderate","Severe","Stressed by chemistry degradation","Impacted and stressed",TRUE
"71","902M20273","San Diego",902,"Northern San Diego","Open","22549107","SC","possibly unconstrained",0.52888522,0.8144119,0.98542725,2019-06-12,0.92593446,2019,"0.607679045","0.55431741",2.4,2.4,0.054,0.054,1445,0.98,0.58,0.6,1.47,0.85,0.97,0.51,73,0.52,51.58,172,1,95.82,0,81,72,92,81,75,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0.58,1.47,0.97,73,172,"San Diego","Northern San Diego","San Diego",c(-117.25509, 33.40282),0.96001971463691,0.665219722411137,0.986615388968063,"Impacted for ASCI","Severe","Moderate","Severe","Stressed by chemistry degradation","Impacted and stressed",TRUE
"72","902WE0888","San Diego",902,"Northern San Diego","Agricultural","22548347","SC","possibly constrained",0.50620477,0.68864908,1.09602295,2019-06-11,0.86517796,2019,"0.872201805","0.843885126",6.1,6.1,0.019,0.019,1845,0.83,0.49,0.5,0.91,0.39,1.64,0.86,46,0.82,47.96,112,0.62,134.56,0,68,63,81,66,59,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0.49,0.91,1.64,46,112,"San Diego","Northern San Diego","San Diego",c(-117.30182, 33.45407),0.975068228724627,0.855628175075192,0.996400554682366,"Healthy","Severe","Moderate","Severe","Stressed by chemistry degradation","Healthy and resilient",TRUE
"73","904M21782","San Diego",904,"Central San Diego","Urban","20342575","SC","likely constrained",0.24163427,0.4775474,0.72638622,2019-06-11,0.62251163,2019,"0.96036578","0.879808034",2.2,2.2,0.0303333333333333,0.0303333333333333,2525,0.19,0,0,1.31,0.61,0,0,0,0.26,57.73,4,0,142.91,100,51,45,62,51,43,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0,1.31,0,0,4,"San Diego","Central San Diego","San Diego",c(-117.03441, 33.15476),0.99498059413167,0.996910218683697,0.999984491133529,"Impacted for CSCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
